ProductKey;OrderDateKey;CustomerKey;Sales
580;20130105;16569;1700,99
488;20130105;16569;53,99
587;20130105;13774;769,49
478;20130105;13774;9,99
217;20130105;13774;34,99
592;20130105;17644;564,99
225;20130105;17644;8,99
353;20130105;11242;2319,99
355;20130105;11333;2319,99
485;20130105;11333;21,98
480;20130105;11333;2,29
355;20130105;11336;2319,99
478;20130105;11336;9,99
477;20130105;11336;4,99
217;20130105;11336;34,99
598;20130105;18958;539,99
477;20130105;18958;4,99
478;20130105;18958;9,99
480;20130105;18958;2,29
484;20130105;18958;7,95
599;20130105;15553;539,99
478;20130105;15553;9,99
477;20130105;15553;4,99
214;20130105;15553;34,99
353;20130105;11328;2319,99
580;20130105;22940;1700,99
491;20130105;22940;53,99
225;20130105;22940;8,99
574;20130105;28207;2384,07
479;20130105;28207;8,99
477;20130105;28207;4,99
471;20130105;28207;63,50
564;20130105;28203;2384,07
605;20130105;26666;539,99
479;20130105;26666;8,99
477;20130105;26666;4,99
361;20130105;11003;2294,99
478;20130105;11003;9,99
477;20130105;11003;4,99
225;20130105;11003;8,99
388;20130105;19320;1120,49
489;20130105;19320;53,99
467;20130105;19320;24,49
382;20130105;26994;1120,49
479;20130105;26994;8,99
477;20130105;26994;4,99
604;20130105;22432;539,99
479;20130105;22432;8,99
477;20130105;22432;4,99
463;20130105;22432;24,49
606;20130105;28758;539,99
479;20130105;28758;8,99
477;20130105;28758;4,99
561;20130105;24061;2384,07
541;20130105;24061;28,99
376;20130106;18246;2443,35
479;20130106;18246;8,99
374;20130106;12296;2443,35
484;20130106;12296;7,95
353;20130106;11332;2319,99
222;20130106;11332;34,99
353;20130106;11155;2319,99
353;20130106;11083;2319,99
528;20130106;11083;4,99
537;20130106;11083;35,00
217;20130106;11083;34,99
571;20130106;25723;742,35
222;20130106;25723;34,99
604;20130106;27745;539,99
477;20130106;27745;4,99
472;20130106;27745;63,50
479;20130106;27745;8,99
604;20130106;26655;539,99
571;20130106;26312;742,35
479;20130106;26312;8,99
477;20130106;26312;4,99
490;20130106;26312;53,99
578;20130106;28298;1214,85
222;20130106;28298;34,99
225;20130106;24403;8,99
564;20130106;24403;2384,07
605;20130106;21439;539,99
386;20130106;22631;1120,49
529;20130106;22631;3,99
539;20130106;22631;24,99
382;20130106;19335;1120,49
490;20130106;19335;53,99
604;20130106;21004;539,99
538;20130106;21004;21,49
376;20130107;18243;2443,35
540;20130107;18243;32,60
529;20130107;18243;3,99
378;20130107;18220;2443,35
382;20130107;16339;1120,49
359;20130107;12462;2294,99
478;20130107;12462;9,99
472;20130107;12462;63,50
477;20130107;12462;4,99
589;20130107;13789;769,49
234;20130107;13789;49,99
378;20130107;12301;2443,35
529;20130107;12301;3,99
540;20130107;12301;32,60
480;20130107;12301;2,29
380;20130107;19359;2443,35
217;20130107;19359;34,99
376;20130107;11439;2443,35
479;20130107;11439;8,99
477;20130107;11439;4,99
581;20130107;16793;1700,99
539;20130107;16793;24,99
529;20130107;16793;3,99
225;20130107;16793;8,99
237;20130107;16793;49,99
361;20130107;11267;2294,99
478;20130107;11267;9,99
477;20130107;11267;4,99
487;20130107;11267;54,99
363;20130107;11270;2294,99
485;20130107;11270;21,98
217;20130107;11270;34,99
490;20130107;11270;53,99
361;20130107;11062;2294,99
485;20130107;11062;21,98
222;20130107;11062;34,99
361;20130107;11167;2294,99
537;20130107;11167;35,00
384;20130107;23310;1120,49
539;20130107;23310;24,99
529;20130107;23310;3,99
480;20130107;23310;2,29
359;20130107;11054;2294,99
487;20130107;11054;54,99
488;20130107;11054;53,99
355;20130107;11446;2319,99
222;20130107;11446;34,99
363;20130107;11093;2294,99
485;20130107;11093;21,98
222;20130107;11093;34,99
481;20130107;11093;8,99
579;20130107;25092;1214,85
541;20130107;25092;28,99
530;20130107;25092;4,99
225;20130107;25092;8,99
363;20130107;11454;2294,99
584;20130107;22260;539,99
538;20130107;22260;21,49
480;20130107;22260;2,29
382;20130107;19393;1120,49
479;20130107;19393;8,99
477;20130107;19393;4,99
606;20130107;22415;539,99
538;20130107;22415;21,49
491;20130107;22415;53,99
579;20130107;17833;1214,85
541;20130107;17833;28,99
530;20130107;17833;4,99
480;20130107;17833;2,29
372;20130108;18240;2443,35
479;20130108;18240;8,99
477;20130108;18240;4,99
491;20130108;18240;53,99
225;20130108;18240;8,99
357;20130108;11388;2319,99
478;20130108;11388;9,99
477;20130108;11388;4,99
484;20130108;11388;7,95
376;20130108;25795;2443,35
540;20130108;25795;32,60
529;20130108;25795;3,99
480;20130108;25795;2,29
581;20130108;16797;1700,99
529;20130108;16797;3,99
539;20130108;16797;24,99
480;20130108;16797;2,29
596;20130108;15557;539,99
478;20130108;15557;9,99
477;20130108;15557;4,99
590;20130108;13741;769,49
359;20130108;11156;2294,99
528;20130108;11156;4,99
537;20130108;11156;35,00
487;20130108;11156;54,99
583;20130108;14007;1700,99
604;20130108;19270;539,99
481;20130108;19270;8,99
605;20130108;19763;539,99
222;20130108;19763;34,99
573;20130108;24434;2384,07
479;20130108;24434;8,99
477;20130108;24434;4,99
575;20130108;24417;2384,07
541;20130108;24417;28,99
530;20130108;24417;4,99
477;20130108;24417;4,99
479;20130108;24417;8,99
222;20130108;24417;34,99
606;20130108;22259;539,99
479;20130108;22259;8,99
477;20130108;22259;4,99
225;20130108;22259;8,99
390;20130108;26995;1120,49
539;20130108;26995;24,99
584;20130108;22414;539,99
222;20130108;22414;34,99
372;20130109;18205;2443,35
214;20130109;18205;34,99
380;20130109;18209;2443,35
214;20130109;18209;34,99
372;20130109;18218;2443,35
579;20130109;14047;1214,85
214;20130109;14047;34,99
597;20130109;21501;539,99
234;20130109;21501;49,99
587;20130109;13745;769,49
536;20130109;13745;29,99
528;20130109;13745;4,99
222;20130109;13745;34,99
353;20130109;11295;2319,99
528;20130109;11295;4,99
537;20130109;11295;35,00
483;20130109;11295;120,00
363;20130109;11129;2294,99
361;20130109;11152;2294,99
586;20130109;25722;742,35
217;20130109;25722;34,99
359;20130109;11103;2294,99
477;20130109;11103;4,99
478;20130109;11103;9,99
491;20130109;11103;53,99
465;20130109;11103;24,49
361;20130109;11070;2294,99
528;20130109;11070;4,99
537;20130109;11070;35,00
480;20130109;11070;2,29
484;20130109;11070;7,95
355;20130109;11072;2319,99
485;20130109;11072;21,98
490;20130109;11072;53,99
591;20130109;11942;564,99
478;20130109;11942;9,99
477;20130109;11942;4,99
222;20130109;11942;34,99
355;20130109;11455;2319,99
384;20130109;19428;1120,49
225;20130109;19428;8,99
234;20130109;19428;49,99
584;20130109;25611;539,99
467;20130109;25611;24,49
374;20130110;19437;2443,35
540;20130110;19437;32,60
529;20130110;19437;3,99
372;20130110;16388;2443,35
477;20130110;16388;4,99
479;20130110;16388;8,99
222;20130110;16388;34,99
376;20130110;16394;2443,35
214;20130110;16394;34,99
380;20130110;19416;2443,35
540;20130110;19416;32,60
374;20130110;20181;2443,35
588;20130110;13849;769,49
475;20130110;13849;69,99
473;20130110;13849;63,50
359;20130110;11835;2294,99
485;20130110;11835;21,98
480;20130110;11835;2,29
355;20130110;11154;2319,99
353;20130110;11191;2319,99
537;20130110;11191;35,00
528;20130110;11191;4,99
565;20130110;28672;742,35
214;20130110;28672;34,99
566;20130110;28667;742,35
228;20130110;28667;49,99
573;20130110;22109;2384,07
225;20130110;22109;8,99
605;20130110;21465;539,99
214;20130110;21465;34,99
584;20130110;21469;539,99
477;20130110;21469;4,99
479;20130110;21469;8,99
214;20130110;21469;34,99
584;20130110;21438;539,99
538;20130110;21438;21,49
390;20130110;22613;1120,49
489;20130110;22613;53,99
225;20130110;22613;8,99
376;20130111;18214;2443,35
529;20130111;18214;3,99
540;20130111;18214;32,60
214;20130111;18214;34,99
363;20130111;11247;2294,99
537;20130111;11247;35,00
480;20130111;11247;2,29
484;20130111;11247;7,95
353;20130111;11417;2319,99
485;20130111;11417;21,98
483;20130111;11417;120,00
600;20130111;14945;539,99
485;20130111;14945;21,98
483;20130111;14945;120,00
363;20130111;11239;2294,99
478;20130111;11239;9,99
477;20130111;11239;4,99
222;20130111;11239;34,99
225;20130111;11239;8,99
372;20130111;22312;2443,35
540;20130111;22312;32,60
480;20130111;22312;2,29
592;20130111;15549;564,99
478;20130111;15549;9,99
380;20130111;16231;2443,35
540;20130111;16231;32,60
234;20130111;16231;49,99
589;20130111;21349;769,49
476;20130111;21349;69,99
491;20130111;21349;53,99
463;20130111;21349;24,49
585;20130111;11550;742,35
217;20130111;11550;34,99
355;20130111;11281;2319,99
477;20130111;11281;4,99
478;20130111;11281;9,99
484;20130111;11281;7,95
584;20130111;26658;539,99
477;20130111;26658;4,99
479;20130111;26658;8,99
488;20130111;26658;53,99
604;20130111;18903;539,99
538;20130111;18903;21,49
529;20130111;18903;3,99
363;20130111;11109;2294,99
528;20130111;11109;4,99
537;20130111;11109;35,00
485;20130111;11109;21,98
483;20130111;11109;120,00
361;20130111;11010;2294,99
598;20130111;17513;539,99
485;20130111;17513;21,98
483;20130111;17513;120,00
561;20130111;29042;2384,07
541;20130111;29042;28,99
530;20130111;29042;4,99
480;20130111;29042;2,29
606;20130111;21331;539,99
222;20130111;21331;34,99
465;20130111;21331;24,49
384;20130111;19171;1120,49
489;20130111;19171;53,99
378;20130112;18217;2443,35
214;20130112;18217;34,99
361;20130112;11243;2294,99
537;20130112;11243;35,00
214;20130112;11243;34,99
378;20130112;12308;2443,35
540;20130112;12308;32,60
467;20130112;12308;24,49
361;20130112;11316;2294,99
487;20130112;11316;54,99
357;20130112;11275;2319,99
485;20130112;11275;21,98
222;20130112;11275;34,99
363;20130112;11063;2294,99
477;20130112;11063;4,99
478;20130112;11063;9,99
490;20130112;11063;53,99
225;20130112;11063;8,99
353;20130112;11092;2319,99
485;20130112;11092;21,98
566;20130112;26307;742,35
222;20130112;26307;34,99
578;20130112;23688;1214,85
576;20130112;24413;2384,07
477;20130112;24413;4,99
479;20130112;24413;8,99
225;20130112;24413;8,99
605;20130112;16218;539,99
214;20130112;16218;34,99
604;20130112;21488;539,99
479;20130112;21488;8,99
477;20130112;21488;4,99
214;20130112;21488;34,99
237;20130112;21488;49,99
382;20130112;19212;1120,49
491;20130112;19212;53,99
605;20130112;21017;539,99
477;20130112;21017;4,99
463;20130112;21017;24,49
479;20130112;21017;8,99
374;20130113;18244;2443,35
378;20130113;12124;2443,35
484;20130113;12124;7,95
582;20130113;20834;1700,99
529;20130113;20834;3,99
539;20130113;20834;24,99
488;20130113;20834;53,99
353;20130113;11739;2319,99
537;20130113;11739;35,00
528;20130113;11739;4,99
353;20130113;11272;2319,99
485;20130113;11272;21,98
487;20130113;11272;54,99
357;20130113;11088;2319,99
485;20130113;11088;21,98
463;20130113;11088;24,49
384;20130113;24606;1120,49
217;20130113;24606;34,99
353;20130113;11107;2319,99
485;20130113;11107;21,98
217;20130113;11107;34,99
357;20130113;11080;2319,99
537;20130113;11080;35,00
528;20130113;11080;4,99
560;20130113;25088;1214,85
214;20130113;25088;34,99
363;20130113;11452;2294,99
483;20130113;11452;120,00
386;20130113;19159;1120,49
606;20130113;22254;539,99
479;20130113;22254;8,99
477;20130113;22254;4,99
605;20130113;25605;539,99
529;20130113;25605;3,99
538;20130113;25605;21,49
222;20130113;25605;34,99
574;20130113;14198;2384,07
479;20130113;14198;8,99
477;20130113;14198;4,99
214;20130113;14198;34,99
579;20130113;26831;1214,85
237;20130113;26831;49,99
378;20130114;23607;2443,35
484;20130114;23607;7,95
380;20130114;22828;2443,35
484;20130114;22828;7,95
582;20130114;16803;1700,99
228;20130114;16803;49,99
225;20130114;16803;8,99
580;20130114;16807;1700,99
539;20130114;16807;24,99
480;20130114;16807;2,29
359;20130114;11041;2294,99
485;20130114;11041;21,98
471;20130114;11041;63,50
586;20130114;14146;742,35
222;20130114;14146;34,99
237;20130114;14146;49,99
580;20130114;22932;1700,99
539;20130114;22932;24,99
382;20130114;21300;1120,49
564;20130114;27819;2384,07
222;20130114;27819;34,99
581;20130115;16794;1700,99
222;20130115;16794;34,99
234;20130115;16794;49,99
583;20130115;16804;1700,99
539;20130115;16804;24,99
480;20130115;16804;2,29
581;20130115;16805;1700,99
479;20130115;16805;8,99
477;20130115;16805;4,99
489;20130115;16805;53,99
359;20130115;11259;2294,99
483;20130115;11259;120,00
363;20130115;11168;2294,99
528;20130115;11168;4,99
537;20130115;11168;35,00
485;20130115;11168;21,98
480;20130115;11168;2,29
584;20130115;26657;539,99
217;20130115;26657;34,99
605;20130115;18899;539,99
606;20130115;26654;539,99
538;20130115;26654;21,49
480;20130115;26654;2,29
605;20130115;18907;539,99
479;20130115;18907;8,99
477;20130115;18907;4,99
217;20130115;18907;34,99
388;20130115;19202;1120,49
237;20130115;19202;49,99
604;20130115;22436;539,99
479;20130115;22436;8,99
477;20130115;22436;4,99
489;20130115;22436;53,99
561;20130115;28694;2384,07
225;20130115;28694;8,99
560;20130115;12264;1214,85
541;20130115;12264;28,99
372;20130116;18213;2443,35
477;20130116;18213;4,99
479;20130116;18213;8,99
217;20130116;18213;34,99
372;20130116;16687;2443,35
479;20130116;16687;8,99
477;20130116;16687;4,99
217;20130116;16687;34,99
580;20130116;16937;1700,99
225;20130116;16937;8,99
222;20130116;16937;34,99
594;20130116;17098;564,99
485;20130116;17098;21,98
359;20130116;11484;2294,99
537;20130116;11484;35,00
217;20130116;11484;34,99
378;20130116;23606;2443,35
529;20130116;23606;3,99
472;20130116;23606;63,50
540;20130116;23606;32,60
372;20130116;19433;2443,35
217;20130116;19433;34,99
374;20130116;16316;2443,35
540;20130116;16316;32,60
480;20130116;16316;2,29
582;20130116;16798;1700,99
529;20130116;16798;3,99
539;20130116;16798;24,99
222;20130116;16798;34,99
595;20130116;15555;564,99
478;20130116;15555;9,99
477;20130116;15555;4,99
225;20130116;15555;8,99
374;20130116;20036;2443,35
479;20130116;20036;8,99
477;20130116;20036;4,99
480;20130116;20036;2,29
486;20130116;20036;159,00
359;20130116;11289;2294,99
485;20130116;11289;21,98
480;20130116;11289;2,29
484;20130116;11289;7,95
359;20130116;11171;2294,99
485;20130116;11171;21,98
478;20130116;11171;9,99
487;20130116;11171;54,99
363;20130116;11075;2294,99
353;20130116;11018;2319,99
485;20130116;11018;21,98
353;20130116;11001;2319,99
485;20130116;11001;21,98
477;20130116;11001;4,99
478;20130116;11001;9,99
491;20130116;11001;53,99
225;20130116;11001;8,99
585;20130116;26311;742,35
225;20130116;26311;8,99
574;20130116;29043;2384,07
489;20130116;29043;53,99
225;20130116;29043;8,99
606;20130116;21487;539,99
479;20130116;21487;8,99
390;20130116;19170;1120,49
539;20130116;19170;24,99
529;20130116;19170;3,99
480;20130116;19170;2,29
388;20130116;19198;1120,49
217;20130116;19198;34,99
386;20130116;22668;1120,49
491;20130116;22668;53,99
604;20130116;21014;539,99
477;20130116;21014;4,99
479;20130116;21014;8,99
488;20130116;21014;53,99
577;20130116;26862;1214,85
222;20130116;26862;34,99
596;20130117;19475;539,99
485;20130117;19475;21,98
478;20130117;19475;9,99
477;20130117;19475;4,99
214;20130117;19475;34,99
587;20130117;13662;769,49
474;20130117;13662;69,99
580;20130117;16792;1700,99
217;20130117;16792;34,99
363;20130117;11053;2294,99
217;20130117;11053;34,99
585;20130117;11616;742,35
541;20130117;11616;28,99
530;20130117;11616;4,99
484;20130117;11616;7,95
590;20130117;16662;769,49
484;20130117;16662;7,95
606;20130117;22273;539,99
214;20130117;22273;34,99
605;20130117;22393;539,99
477;20130117;22393;4,99
479;20130117;22393;8,99
222;20130117;22393;34,99
575;20130117;12315;2384,07
217;20130117;12315;34,99
374;20130118;18241;2443,35
529;20130118;18241;3,99
540;20130118;18241;32,60
353;20130118;11403;2319,99
478;20130118;11403;9,99
477;20130118;11403;4,99
225;20130118;11403;8,99
489;20130118;11403;53,99
582;20130118;16570;1700,99
539;20130118;16570;24,99
237;20130118;16570;49,99
591;20130118;17700;564,99
225;20130118;17700;8,99
231;20130118;17700;49,99
374;20130118;16391;2443,35
353;20130118;11237;2319,99
378;20130118;20039;2443,35
479;20130118;20039;8,99
477;20130118;20039;4,99
380;20130118;16132;2443,35
477;20130118;16132;4,99
479;20130118;16132;8,99
480;20130118;16132;2,29
590;20130118;14078;769,49
476;20130118;14078;69,99
353;20130118;11015;2319,99
485;20130118;11015;21,98
486;20130118;11015;159,00
566;20130118;28671;742,35
353;20130118;11000;2319,99
485;20130118;11000;21,98
574;20130118;24427;2384,07
479;20130118;24427;8,99
477;20130118;24427;4,99
480;20130118;24427;2,29
604;20130118;21470;539,99
479;20130118;21470;8,99
477;20130118;21470;4,99
225;20130118;21470;8,99
384;20130118;27799;1120,49
488;20130118;27799;53,99
390;20130118;22614;1120,49
217;20130118;22614;34,99
584;20130118;20977;539,99
217;20130118;20977;34,99
378;20130119;18219;2443,35
479;20130119;18219;8,99
484;20130119;18219;7,95
376;20130119;18222;2443,35
479;20130119;18222;8,99
225;20130119;18222;8,99
477;20130119;18222;4,99
380;20130119;19362;2443,35
353;20130119;11337;2319,99
478;20130119;11337;9,99
477;20130119;11337;4,99
490;20130119;11337;53,99
376;20130119;22808;2443,35
214;20130119;22808;34,99
363;20130119;11291;2294,99
353;20130119;11158;2319,99
485;20130119;11158;21,98
489;20130119;11158;53,99
580;20130119;22931;1700,99
580;20130119;18698;1700,99
222;20130119;18698;34,99
576;20130119;28201;2384,07
214;20130119;28201;34,99
605;20130119;21597;539,99
538;20130119;21597;21,49
386;20130119;19160;1120,49
225;20130119;19160;8,99
490;20130119;19160;53,99
384;20130119;19213;1120,49
217;20130119;19213;34,99
388;20130119;22630;1120,49
222;20130119;22630;34,99
225;20130119;22630;8,99
388;20130119;22669;1120,49
376;20130120;18210;2443,35
477;20130120;18210;4,99
479;20130120;18210;8,99
225;20130120;18210;8,99
355;20130120;11244;2319,99
537;20130120;11244;35,00
374;20130120;19382;2443,35
374;20130120;26381;2443,35
477;20130120;26381;4,99
479;20130120;26381;8,99
471;20130120;26381;63,50
372;20130120;12300;2443,35
487;20130120;12300;54,99
372;20130120;19424;2443,35
477;20130120;19424;4,99
479;20130120;19424;8,99
491;20130120;19424;53,99
372;20130120;21858;2443,35
477;20130120;21858;4,99
479;20130120;21858;8,99
214;20130120;21858;34,99
353;20130120;11387;2319,99
214;20130120;11387;34,99
595;20130120;13058;564,99
478;20130120;13058;9,99
477;20130120;13058;4,99
225;20130120;13058;8,99
589;20130120;13747;769,49
474;20130120;13747;69,99
463;20130120;13747;24,49
363;20130120;11286;2294,99
485;20130120;11286;21,98
234;20130120;11286;49,99
225;20130120;11286;8,99
355;20130120;11266;2319,99
478;20130120;11266;9,99
477;20130120;11266;4,99
225;20130120;11266;8,99
361;20130120;11037;2294,99
537;20130120;11037;35,00
528;20130120;11037;4,99
485;20130120;11037;21,98
477;20130120;11037;4,99
478;20130120;11037;9,99
480;20130120;11037;2,29
353;20130120;11022;2319,99
480;20130120;11022;2,29
572;20130120;27765;742,35
390;20130120;23104;1120,49
539;20130120;23104;24,99
529;20130120;23104;3,99
486;20130120;23104;159,00
388;20130120;24605;1120,49
539;20130120;24605;24,99
529;20130120;24605;3,99
222;20130120;24605;34,99
584;20130120;19271;539,99
214;20130120;19271;34,99
357;20130120;11025;2319,99
485;20130120;11025;21,98
472;20130120;11025;63,50
359;20130120;11009;2294,99
480;20130120;11009;2,29
598;20130120;17511;539,99
528;20130120;17511;4,99
535;20130120;17511;24,99
480;20130120;17511;2,29
586;20130120;26309;742,35
482;20130120;26309;8,99
560;20130120;25085;1214,85
477;20130120;25085;4,99
479;20130120;25085;8,99
576;20130120;24414;2384,07
477;20130120;24414;4,99
479;20130120;24414;8,99
604;20130120;15276;539,99
538;20130120;15276;21,49
480;20130120;15276;2,29
605;20130120;21448;539,99
463;20130120;21448;24,49
584;20130120;15017;539,99
479;20130120;15017;8,99
477;20130120;15017;4,99
491;20130120;15017;53,99
606;20130120;22459;539,99
560;20130121;14046;1214,85
491;20130121;14046;53,99
378;20130121;23759;2443,35
540;20130121;23759;32,60
359;20130121;11238;2294,99
222;20130121;11238;34,99
378;20130121;16291;2443,35
217;20130121;16291;34,99
376;20130121;22323;2443,35
357;20130121;11481;2319,99
487;20130121;11481;54,99
355;20130121;11042;2319,99
584;20130121;27744;539,99
529;20130121;27744;3,99
538;20130121;27744;21,49
489;20130121;27744;53,99
467;20130121;27744;24,49
606;20130121;26656;539,99
477;20130121;26656;4,99
479;20130121;26656;8,99
225;20130121;26656;8,99
604;20130121;18900;539,99
479;20130121;18900;8,99
477;20130121;18900;4,99
361;20130121;11007;2294,99
528;20130121;11007;4,99
537;20130121;11007;35,00
485;20130121;11007;21,98
222;20130121;11007;34,99
363;20130121;11052;2294,99
528;20130121;11052;4,99
537;20130121;11052;35,00
480;20130121;11052;2,29
604;20130121;16015;539,99
217;20130121;16015;34,99
605;20130121;22274;539,99
217;20130121;22274;34,99
382;20130121;19240;1120,49
214;20130121;19240;34,99
374;20130122;18207;2443,35
479;20130122;18207;8,99
477;20130122;18207;4,99
489;20130122;18207;53,99
378;20130122;25780;2443,35
529;20130122;25780;3,99
540;20130122;25780;32,60
376;20130122;25769;2443,35
529;20130122;25769;3,99
540;20130122;25769;32,60
222;20130122;25769;34,99
359;20130122;11401;2294,99
487;20130122;11401;54,99
467;20130122;11401;24,49
355;20130122;11271;2319,99
528;20130122;11271;4,99
537;20130122;11271;35,00
214;20130122;11271;34,99
353;20130122;11175;2319,99
485;20130122;11175;21,98
359;20130122;11082;2294,99
537;20130122;11082;35,00
357;20130122;11036;2319,99
217;20130122;11036;34,99
359;20130122;11104;2294,99
537;20130122;11104;35,00
528;20130122;11104;4,99
355;20130122;11004;2319,99
485;20130122;11004;21,98
214;20130122;11004;34,99
560;20130122;25087;1214,85
217;20130122;25087;34,99
355;20130122;11453;2319,99
487;20130122;11453;54,99
484;20130122;11453;7,95
562;20130122;24404;2384,07
576;20130122;24405;2384,07
222;20130122;24405;34,99
604;20130122;22262;539,99
584;20130122;25608;539,99
575;20130122;11439;2384,07
214;20130122;11439;34,99
579;20130122;29401;1214,85
225;20130122;29401;8,99
355;20130123;11246;2319,99
478;20130123;11246;9,99
583;20130123;21056;1700,99
539;20130123;21056;24,99
529;20130123;21056;3,99
222;20130123;21056;34,99
582;20130123;21039;1700,99
580;20130123;16799;1700,99
587;20130123;13744;769,49
484;20130123;13744;7,95
590;20130123;13746;769,49
528;20130123;13746;4,99
536;20130123;13746;29,99
480;20130123;13746;2,29
363;20130123;11021;2294,99
485;20130123;11021;21,98
487;20130123;11021;54,99
584;20130123;18902;539,99
479;20130123;18902;8,99
477;20130123;18902;4,99
488;20130123;18902;53,99
355;20130123;11005;2319,99
537;20130123;11005;35,00
528;20130123;11005;4,99
480;20130123;11005;2,29
586;20130123;16098;742,35
479;20130123;16098;8,99
477;20130123;16098;4,99
586;20130123;26308;742,35
490;20130123;26308;53,99
563;20130123;24420;2384,07
482;20130123;24420;8,99
606;20130123;21466;539,99
479;20130123;21466;8,99
477;20130123;21466;4,99
480;20130123;21466;2,29
605;20130123;22441;539,99
479;20130123;22441;8,99
477;20130123;22441;4,99
214;20130123;22441;34,99
225;20130123;22441;8,99
604;20130123;28757;539,99
583;20130124;20832;1700,99
231;20130124;20832;49,99
583;20130124;21040;1700,99
539;20130124;21040;24,99
529;20130124;21040;3,99
488;20130124;21040;53,99
590;20130124;17949;769,49
237;20130124;17949;49,99
597;20130124;14927;539,99
485;20130124;14927;21,98
228;20130124;14927;49,99
378;20130124;22445;2443,35
540;20130124;22445;32,60
529;20130124;22445;3,99
480;20130124;22445;2,29
484;20130124;22445;7,95
372;20130124;21857;2443,35
225;20130124;21857;8,99
214;20130124;21857;34,99
593;20130124;18957;564,99
485;20130124;18957;21,98
480;20130124;18957;2,29
593;20130124;15554;564,99
